Forecast Uncertainty Values
2.03563
2.16213
1.91025
2.01853
1.86524
2.22769
2.19327
1.72006
1.96647
1.59695
1.83551
1.5811
1.60333
1.76062
1.65007
1.99567
1.60964
2.21778
1.80056
2.09631
1.64048
1.83781
1.6569
1.99298
2.17373
2.06899
1.91385
2.08349
2.15412
1.58957
1.52915
1.65553
2.44597
1.63813
2.30384
2.5036
1.68291
3.21136
2.61936
1.60375
1.55603
1.75333
1.68677
2.56912
2.7293
3.09601
2.55058
1.57292
1.58889
1.57459
1.58513
1.58059
1.93367
2.10232
1.95285
2.48052
1.59097
1.72675
1.62152
1.55608
2.36799
2.53925
2.22288
2.46025
1.59884
1.52858
2.55084
2.25484
1.92108
2.48586
1.78998
1.87068
2.77884
1.67305
1.59606
1.6675
2.9776
2.56245
1.62993
2.70621
2.29365
2.74927
2.03021
2.2546
2.24788
2.01412
1.8563
1.7065
1.80213
2.11011
1.69053
2.29708
1.59766
1.53195
1.95778
1.5443
1.54012
1.56806
1.70827
1.5288
1.65111
1.55298
1.60923
1.52937
1.70984
2.32723
2.30984
1.52912
1.74481
1.79279
1.56379
1.90731
1.69443
1.94783
1.66499
2.0045
1.55094
2.94408
1.76379
2.1038
3.31457
2.72522
3.32214
2.80325
1.68587
1.87326
2.08029
1.54116
1.67557
1.98587
1.70205
1.67965
2.44837
2.40085
2.13522
2.80992
2.54
2.22424
2.82663
2.41921
2.46158
2.86387
2.87022
2.98345
3.2608
3.34375
3.31837
2.14145
2.22431
2.03903
1.59622
1.57182
2.04716
1.55229
1.64972
1.56015
1.75414
1.8228
1.74858
1.57369
1.83751
1.56552
1.58257
1.56504
1.8429
1.77337
1.77376
2.40071
1.59367
1.73825
1.78458
2.04153
1.64224
1.56325
1.73669
1.95382
1.53439
1.54076
2.21216
2.19658
2.12254
1.85325
2.25593
2.24247
2.14189
2.14698
2.27676
2.01037
1.98917
1.85843
2.22974
2.0423
2.23177
2.4342
1.68234
1.98139
2.03628
1.55097
2.15454
1.64879
1.67866
1.60331
1.59009
1.55071
1.52881
1.54085
1.96619
1.56234
1.84894
2.23495
3.11644
2.12211
1.52854
1.63777
1.55328
1.87388
1.88516
1.53396
1.56298
1.92847
2.15499
1.62078
1.6537
1.73251
1.63274
1.81741
1.58261
1.84745
1.6908
2.33893
1.5655
1.96992
2.8617
1.60769
1.67004
1.70282
1.83991
1.57269
3.04411
2.94731
2.56555
2.54969
2.50695
2.40651
2.51487
2.16271
2.26199
2.32959
2.57924
2.01517
2.07707
1.99223
2.04035
2.015
1.7509
1.79871
1.95552
1.78362
1.58261
1.61363
1.78549
1.54189
1.52869
1.53644
1.54639
1.58104
1.53376
1.6051
1.53087
1.74926
1.62887
1.78134
1.69291
1.88553
1.9282
2.07607
1.8597
1.92001
2.08363
1.98362
1.6091
1.96686
2.14779
2.18062
2.16203
2.19075
2.10402
2.1309
2.20056
2.03843
2.13282
2.13647
2.18425
2.11681
2.08959
2.16132
2.2287
2.09124
2.07576
2.2686
2.14092
2.29167
2.10203
1.99084
1.9964
1.78505
1.9492
2.11957
1.80523
2.13293
1.75977
2.16265
1.56044
1.98779
1.54506
1.62263
1.52857
4.12992
3.16157
3.02852
3.03673
2.9619
2.97257
2.92049
2.87081
2.62422
2.72552
2.70029
2.70022
2.65567
2.68265
2.6172
2.50802
2.47832
2.51242
2.49981
2.53316
2.37479
2.27148
2.23607
2.09497
2.36032
2.23413
1.91631
1.87172
1.92847
1.847
1.7947
1.89256
1.77679
1.79967
1.82183
1.68359
1.73335
1.7361
1.66522
1.86438
1.69639
1.67216
1.61295
1.67269
1.63963
1.66193
1.55101
1.58693
1.64336
1.66943
1.63599
1.54886
1.69139
1.61665
1.53119
1.52937
1.54505
1.52877
1.57063
1.54663
1.68621
1.52899
1.6139
1.55477
1.5422
1.53227
1.56275
1.53364
1.54802
1.57988
1.58208
1.58292
1.54887
1.53138
1.60926
1.52852
1.61058
1.6208
1.66295
1.7545
1.61216
1.64638
1.65035
1.62204
1.7621
1.56701
1.70942
1.65665
1.81431
1.90021
1.74404
1.98312
1.6146
2.1381
2.21914
2.08042
2.02407
1.85452
2.1381
2.06451
2.08809
2.11434
2.02295
2.10328
2.01965
2.12214
2.23236
2.04133
2.03177
